"MBRD,C,7","RBVP,C,3","SLOV,C,1","SATI,N,6,2","IZNO,N,14,3","PERC,N,14,4","KOEF,N,12,3","POK2,C,1","RBRM,C,3","KESC,C,1","RBPS,C,2","P_R,C,1","RBMZ,C,4","RBOP,C,4","RBIM,C,3","RBTC,C,8","SIFK,C,5","SALD,N,10,2","STSALD,N,12,2","RATB,N,12,2","RATP,N,12,2","NEAK,N,12,3","REC,N,1,0","RBZA,C,1","GRAD,C,10","KPREB,N,5,3","LPREB,N,5,3","PART,C,30","HKMB,C,7","MRBTC,C,8","POROSL,N,10,2","NAZI,C,20"
0005980,055,P,,1123.376,,113878.46,K,005,R,03,P,,,980,32230000,,,,,,,,,,,,,0005980,,,
0005980,050,U,,12478.347,0,113878.46,K,005,R,03,P,,,980,32230000,,,,,,,,,,,,,0005980,,25000,
0005987,053,P,,18324.419,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0005987,,,
0005987,054,P,,6740.769,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0005987,,,
0005987,055,P,,981.665,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0005987,,,
0005987,050,U,,10588.871,0,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0005987,,25000,
0005987,093,V,,1088.75,,103892.72,G,005,R,03,P,,,991,32320000,038,2177.46,3266.21,,1088.75,,,,,,,6,0005987,,,
0005987,093,V,,36138.05,,103892.72,G,005,R,03,P,,,991,32320000,039,2529663.5,2565801.55,,36138.05,,,,,,,0049034650933,0005987,,,
0005987,093,V,,2596.26,,103892.72,G,005,R,03,P,,,991,32320000,125,20770.08,23366.34,,2596.26,,,,,,,452109642835,0005987,,,
0005990,053,P,,15436.016,,91053.92,K,005,R,04,P,,,920,32240000,,,,,,,,,,,,,0005990,,,
0005990,054,P,,5678.249,,91053.92,K,005,R,04,P,,,920,32240000,,,,,,,,,,,,,0005990,,,
0005990,055,P,,826.929,,91053.92,K,005,R,04,P,,,920,32240000,,,,,,,,,,,,,0005990,,,
0005990,050,U,,8525.726,0,91053.92,K,005,R,04,P,,,920,32240000,,,,,,,,,,,,,0005990,,25000,
0005990,093,V,,790,,91053.92,G,005,R,04,P,,,920,32240000,008,2370,3160,,790,,,,,,,9,0005990,,,
0005995,053,P,,11573.954,,79641.65,K,021,R,06,R,,,920,22100000,,,,,,,,,,,,,0005995,,,
0005995,054,P,,4257.562,,79641.65,K,021,R,06,R,,,920,22100000,,,,,,,,,,,,,0005995,,,
0005995,055,P,,620.033,,79641.65,K,021,R,06,R,,,920,22100000,,,,,,,,,,,,,0005995,,,
0005995,050,U,,5767.11,0,79641.65,K,021,R,06,R,,,920,22100000,,,,,,,,,,,,,0005995,,25000,
0005998,053,P,,12209.688,,73935.52,K,005,R,06,R,,,930,31200000,,,,,,,,,,,,,0005998,,,
0005998,054,P,,4491.421,,73935.52,K,005,R,06,R,,,930,31200000,,,,,,,,,,,,,0005998,,,
0005998,055,P,,654.09,,73935.52,K,005,R,06,R,,,930,31200000,,,,,,,,,,,,,0005998,,,
0005998,050,U,,6221.206,0,73935.52,K,005,R,06,R,,,930,31200000,,,,,,,,,,,,,0005998,,25000,
0005999,053,P,,13218.941,,72508.99,K,005,R,06,R,,,991,31200000,,,,,,,,,,,,,0005999,,,
0005999,054,P,,4862.682,,72508.99,K,005,R,06,R,,,991,31200000,,,,,,,,,,,,,0005999,,,
0005999,055,P,,708.158,,72508.99,K,005,R,06,R,,,991,31200000,,,,,,,,,,,,,0005999,,,
0005999,050,U,,6942.101,0,72508.99,K,005,R,06,R,,,991,31200000,,,,,,,,,,,,,0005999,,25000,
0005999,093,V,,150,,72508.99,G,005,R,06,R,,,991,31200000,001,86900,87050,,150,,,,,,,2004983761014,0005999,,,
0006001,053,P,,9318.239,,50000,K,002,R,08,R,,,910,40000000,,,,,,,,,,,,,0006001,,,
0006001,054,P,,3427.781,,50000,K,002,R,08,R,,,910,40000000,,,,,,,,,,,,,0006001,,,
0006001,055,P,,499.191,,50000,K,002,R,08,R,,,910,40000000,,,,,,,,,,,,,0006001,,,
0006001,050,U,,4155.885,0,50000,K,002,R,08,R,,,910,40000000,,,,,,,,,,,,,0006001,,25000,
0006001,093,V,,1070,,50000,G,002,R,08,R,,,910,40000000,042,3210,4280,,1070,,,,,,,7,0006001,,,
0006001,093,V,,13022.51,,50000,G,002,R,08,R,,,910,40000000,153,1685636.23,1698658.74,,13022.51,,,,,,,04891/111.11eur,0006001,,,
0006007,053,P,,10085.051,,65091.01,K,005,R,02,P,,,992,32230000,,,,,,,,,,,,,0006007,,,
0006007,054,P,,3709.858,,65091.01,K,005,R,02,P,,,992,32230000,,,,,,,,,,,,,0006007,,,
0006007,055,P,,540.271,,65091.01,K,005,R,02,P,,,992,32230000,,,,,,,,,,,,,0006007,,,
0006007,050,U,,4703.608,0,65091.01,K,005,R,02,P,,,992,32230000,,,,,,,,,,,,,0006007,,25000,
0006009,053,P,,21570.616,,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0006009,,,
0006009,054,P,,7934.905,,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0006009,,,
0006009,055,P,,1155.569,,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0006009,,,
0006009,050,U,,12907.583,0,125290.73,K,005,R,07,R,,,930,31200000,,,,,,,,,,,,,0006009,,25000,
0006010,053,P,,16500.396,,82494.72,K,005,R,03,U,,,930,32290000,,,,,,,,,,,,,0006010,,,
0006010,054,P,,6069.788,,82494.72,K,005,R,03,U,,,930,32290000,,,,,,,,,,,,,0006010,,,
0006010,055,P,,883.95,,82494.72,K,005,R,03,U,,,930,32290000,,,,,,,,,,,,,0006010,,,
0006010,050,U,,9285.997,0,82494.72,K,005,R,03,U,,,930,32290000,,,,,,,,,,,,,0006010,,25000,
0006010,093,V,,150,,82494.72,G,005,R,03,U,,,930,32290000,001,88400,88550,,150,,,,,,,1608984761033,0006010,,,
0006012,053,P,,12727.982,,82494.72,K,021,R,06,R,,,930,22100000,,,,,,,,,,,,,0006012,,,
0006012,054,P,,4682.079,,82494.72,K,021,R,06,R,,,930,22100000,,,,,,,,,,,,,0006012,,,
0006012,055,P,,681.856,,82494.72,K,021,R,06,R,,,930,22100000,,,,,,,,,,,,,0006012,,,
0006012,050,U,,6591.416,0,82494.72,K,021,R,06,R,,,930,22100000,,,,,,,,,,,,,0006012,,25000,
0006012,093,V,,150,,82494.72,G,021,R,06,R,,,930,22100000,001,91900,92050,,150,,,,,,,1706991761016,0006012,,,
0006012,093,V,,980,,82494.72,G,021,R,06,R,,,930,22100000,040,980,1960,,980,,,,,,,12,0006012,,,
0006012,093,V,,998,,82494.72,G,021,R,06,R,,,930,22100000,047,2992,3990,,998,,,,,,,3,0006012,,,
0006013,061,S,,0,,92480.46,K,005,R,03,P,,,992,32250000,,,,,,0,,,,,,,0006013,,,
0006013,093,V,,0,,92480.46,G,005,R,03,P,,,992,32250000,001,97400,97400,,0,,,,,,,2901956761012,0006013,,,
0006014,053,P,,17079.362,,118930.1,K,013,R,08,R,,,992,22200000,,,,,,,,,,,,,0006014,,,
0006014,054,P,,6282.765,,118930.1,K,013,R,08,R,,,992,22200000,,,,,,,,,,,,,0006014,,,
0006014,055,P,,914.966,,118930.1,K,013,R,08,R,,,992,22200000,,,,,,,,,,,,,0006014,,,
0006014,050,U,,9699.544,0,118930.1,K,013,R,08,R,,,992,22200000,,,,,,,,,,,,,0006014,,25000,
0006014,093,V,,2415,,118930.1,G,013,R,08,R,,,992,22200000,010,0,2415,,2415,,,,,,,10,0006014,,,
0006014,093,V,,14650.48,,118930.1,G,013,R,08,R,,,992,22200000,153,3255456.37,3270106.85,,14650.48,,,,,,,125 eur,0006014,,,
0006016,053,P,,15799.346,,92480.46,K,005,R,06,R,,,997,31200000,,,,,,,,,,,,,0006016,,,
0006016,054,P,,5811.902,,92480.46,K,005,R,06,R,,,997,31200000,,,,,,,,,,,,,0006016,,,
0006016,055,P,,846.394,,92480.46,K,005,R,06,R,,,997,31200000,,,,,,,,,,,,,0006016,,,
0006016,050,U,,8785.247,0,92480.46,K,005,R,06,R,,,997,31200000,,,,,,,,,,,,,0006016,,25000,
0006017,053,P,,21901.09,,101039.66,K,004,R,03,P,,,980,32270000,,,,,,,,,,,,,0006017,,,
0006017,054,P,,8056.473,,101039.66,K,004,R,03,P,,,980,32270000,,,,,,,,,,,,,0006017,,,
0006017,055,P,,1173.273,,101039.66,K,004,R,03,P,,,980,32270000,,,,,,,,,,,,,0006017,,,
0006017,050,U,,13143.636,0,101039.66,K,004,R,03,P,,,980,32270000,,,,,,,,,,,,,0006017,,25000,
0006018,053,P,,13545.777,,66802.85,K,005,R,03,U,,,910,32290000,,,,,,,,,,,,,0006018,,,
0006018,054,P,,4982.911,,66802.85,K,005,R,03,U,,,910,32290000,,,,,,,,,,,,,0006018,,,
0006018,055,P,,725.667,,66802.85,K,005,R,03,U,,,910,32290000,,,,,,,,,,,,,0006018,,,
0006018,050,U,,7175.555,0,66802.85,K,005,R,03,U,,,910,32290000,,,,,,,,,,,,,0006018,,25000,
0006018,093,V,,1470,,66802.85,G,005,R,03,U,,,910,32290000,124,7347,8817,,1470,,,,,,,11,0006018,,,
0006018,093,V,,1975.07,,66802.85,G,005,R,03,U,,,910,32290000,125,5925.21,7900.28,,1975.07,,,,,,,452107387682,0006018,,,
0006021,053,P,,15395.482,,93906.99,K,005,R,06,R,,,930,32210000,,,,,,,,,,,,,0006021,,,
0006021,054,P,,5663.338,,93906.99,K,005,R,06,R,,,930,32210000,,,,,,,,,,,,,0006021,,,
0006021,055,P,,824.758,,93906.99,K,005,R,06,R,,,930,32210000,,,,,,,,,,,,,0006021,,,
0006021,050,U,,8496.773,0,93906.99,K,005,R,06,R,,,930,32210000,,,,,,,,,,,,,0006021,,25000,
0006025,061,S,,0,,93906.99,K,005,R,08,R,,,992,23100000,,,,,,0,,,,,,,0006025,,,
0006025,093,V,,0,,93906.99,G,005,R,08,R,,,992,23100000,001,87600,87600,,0,,,,,,,0707984761054,0006025,,,
0006025,093,V,,0,,93906.99,G,005,R,08,R,,,992,23100000,038,2082.49,2082.49,,0,,,,,,,3,0006025,,,
0006025,093,V,,0,,93906.99,G,005,R,08,R,,,992,23100000,062,4266,4266,,0,,,,,,,2,0006025,,,
0006026,053,P,,15127.554,,105319.26,K,005,R,08,R,,,992,41000000,,,,,,,,,,,,,0006026,,,
0006026,054,P,,5564.779,,105319.26,K,005,R,08,R,,,992,41000000,,,,,,,,,,,,,0006026,,,
0006026,055,P,,810.405,,105319.26,K,005,R,08,R,,,992,41000000,,,,,,,,,,,,,0006026,,,
0006026,050,U,,8305.396,0,105319.26,K,005,R,08,R,,,992,41000000,,,,,,,,,,,,,0006026,,25000,
0006026,093,V,,1405,,105319.26,G,005,R,08,R,,,992,41000000,038,9829.25,11234.25,,1405,,,,,,,2,0006026,,,
0006026,093,V,,1134,,105319.26,G,005,R,08,R,,,992,41000000,042,10206,11340,,1134,,,,,,,3,0006026,,,
0006026,093,V,,1728,,105319.26,G,005,R,08,R,,,992,41000000,042,6911.2,8639.2,,1728,,,,,,,10,0006026,,,
0006026,093,V,,2369,,105319.26,G,005,R,08,R,,,992,41000000,124,11843,14212,,2369,,,,,,,3,0006026,,,
0006026,093,V,,1696,,105319.26,G,005,R,08,R,,,992,41000000,124,11869,13565,,1696,,,,,,,11,0006026,,,
0006026,093,V,,500,,105319.26,G,005,R,08,R,,,992,41000000,158,4000,4500,,500,,,,,,,2,0006026,,,
0006027,053,P,,20964.598,,111369.47,K,015,R,08,R,,,988,22100000,,,,,,,,,,,,,0006027,,,
0006027,054,P,,7711.977,,111369.47,K,015,R,08,R,,,988,22100000,,,,,,,,,,,,,0006027,,,
0006027,055,P,,1123.103,,111369.47,K,015,R,08,R,,,988,22100000,,,,,,,,,,,,,0006027,,,
0006027,050,U,,12474.713,0,111369.47,K,015,R,08,R,,,988,22100000,,,,,,,,,,,,,0006027,,25000,
0006032,053,P,,17937.951,,119584.59,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0006032,,,
0006032,054,P,,6598.603,,119584.59,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0006032,,,
0006032,055,P,,960.962,,119584.59,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0006032,,,
0006032,050,U,,10312.822,0,119584.59,K,005,R,08,R,,,930,21000000,,,,,,,,,,,,,0006032,,25000,
0006037,053,P,,17827.162,,86774.32,K,005,R,07,U,,,997,33300000,,,,,,,,,,,,,0006037,,,
0006037,054,P,,6557.849,,86774.32,K,005,R,07,U,,,997,33300000,,,,,,,,,,,,,0006037,,,
0006037,055,P,,955.027,,86774.32,K,005,R,07,U,,,997,33300000,,,,,,,,,,,,,0006037,,,
0006037,050,U,,10233.687,0,86774.32,K,005,R,07,U,,,997,33300000,,,,,,,,,,,,,0006037,,25000,
0006037,093,V,,841,,86774.32,G,005,R,07,U,,,997,33300000,124,5885,6726,,841,,,,,,,11,0006037,,,
0006037,093,V,,1500,,86774.32,G,005,R,07,U,,,997,33300000,177,0,1500,,1500,,,,,,,3,0006037,,,
0006049,061,S,,0,,65376.32,K,005,R,03,P,,,910,32120000,,,,,,0,,,,,,,0006049,,,
0006055,053,P,,15577.019,,108944.37,K,011,R,08,R,,,930,22100000,,,,,,,,,,,,,0006055,,,
0006055,054,P,,5730.118,,108944.37,K,011,R,08,R,,,930,22100000,,,,,,,,,,,,,0006055,,,
0006055,055,P,,834.483,,108944.37,K,011,R,08,R,,,930,22100000,,,,,,,,,,,,,0006055,,,
0006055,050,U,,8626.442,0,108944.37,K,011,R,08,R,,,930,22100000,,,,,,,,,,,,,0006055,,25000,
0006059,053,P,,17935.946,,113878.46,K,005,R,02,P,,,980,32320000,,,,,,,,,,,,,0006059,,,
0006059,054,P,,6597.866,,113878.46,K,005,R,02,P,,,980,32320000,,,,,,,,,,,,,0006059,,,
0006059,055,P,,960.854,,113878.46,K,005,R,02,P,,,980,32320000,,,,,,,,,,,,,0006059,,,
0006059,050,U,,10311.39,0,113878.46,K,005,R,02,P,,,980,32320000,,,,,,,,,,,,,0006059,,25000,
0006067,053,P,,19266.398,,133849.93,K,006,R,08,R,,,930,31400000,,,,,,,,,,,,,0006067,,,
0006067,054,P,,7087.282,,133849.93,K,006,R,08,R,,,930,31400000,,,,,,,,,,,,,0006067,,,
0006067,055,P,,1032.128,,133849.93,K,006,R,08,R,,,930,31400000,,,,,,,,,,,,,0006067,,,
0006067,050,U,,11261.713,0,133849.93,K,006,R,08,R,,,930,31400000,,,,,,,,,,,,,0006067,,25000,
0006067,093,V,,4396,,133849.93,G,006,R,08,R,,,930,31400000,043,4396,8792,,4396,,,,,,,12,0006067,,,
0006067,093,V,,4842,,133849.93,G,006,R,08,R,,,930,31400000,048,4840,9682,,4842,,,,,,,11,0006067,,,
0006067,093,V,,2529,,133849.93,G,006,R,08,R,,,930,31400000,097,20232,22761,,2529,,,,,,,2,0006067,,,
0006070,053,P,,20038.337,,93906.99,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006070,,,
0006070,054,P,,7371.245,,93906.99,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006070,,,
0006070,055,P,,1073.482,,93906.99,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006070,,,
0006070,050,U,,11813.098,0,93906.99,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006070,,25000,
0006070,093,V,,626.66,,93906.99,G,005,R,03,P,,,930,32270000,038,1253.38,1880.04,,626.66,,,,,,,6,0006070,,,
0006072,053,P,,19660.26,,118158.06,K,005,R,03,P,,,997,32250000,,,,,,,,,,,,,0006072,,,
0006072,054,P,,7232.167,,118158.06,K,005,R,03,P,,,997,32250000,,,,,,,,,,,,,0006072,,,
0006072,055,P,,1053.228,,118158.06,K,005,R,03,P,,,997,32250000,,,,,,,,,,,,,0006072,,,
0006072,050,U,,11543.043,0,118158.06,K,005,R,03,P,,,997,32250000,,,,,,,,,,,,,0006072,,25000,
0006073,053,P,,17778.243,,92480.46,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0006073,,,
0006073,054,P,,6539.854,,92480.46,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0006073,,,
0006073,055,P,,952.406,,92480.46,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0006073,,,
0006073,050,U,,10198.745,0,92480.46,K,005,R,03,P,,,910,32250000,,,,,,,,,,,,,0006073,,25000,
0006075,053,P,,15293.26,,91053.92,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0006075,,,
0006075,054,P,,5625.735,,91053.92,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0006075,,,
0006075,055,P,,819.282,,91053.92,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0006075,,,
0006075,050,U,,8423.757,0,91053.92,K,005,R,03,P,,,930,32250000,,,,,,,,,,,,,0006075,,25000,
0006075,093,V,,150,,91053.92,G,005,R,03,P,,,930,32250000,001,89400,89550,,150,,,,,,,2102983761016,0006075,,,
0006076,053,P,,6653.305,,65091.01,K,005,R,03,P,,,910,32220000,,,,,,,,,,,,,0006076,,,
0006076,054,P,,2447.466,,65091.01,K,005,R,03,P,,,910,32220000,,,,,,,,,,,,,0006076,,,
0006076,055,P,,356.427,,65091.01,K,005,R,03,P,,,910,32220000,,,,,,,,,,,,,0006076,,,
0006076,050,U,,2966.647,0,65091.01,K,005,R,03,P,,,910,32220000,,,,,,,,,,,,,0006076,,17857.14,
0006076,093,V,,4366.5,,65091.01,G,005,R,03,P,,,910,32220000,014,0,4366.5,,4366.5,,,,,,,11,0006076,,,
0006080,053,P,,15265.69,,76788.59,K,005,R,03,P,,,997,32260000,,,,,,,,,,,,,0006080,,,
0006080,054,P,,5615.593,,76788.59,K,005,R,03,P,,,997,32260000,,,,,,,,,,,,,0006080,,,
0006080,055,P,,817.805,,76788.59,K,005,R,03,P,,,997,32260000,,,,,,,,,,,,,0006080,,,
0006080,050,U,,8404.064,0,76788.59,K,005,R,03,P,,,997,32260000,,,,,,,,,,,,,0006080,,25000,
0006082,053,P,,12741.228,,76788.59,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0006082,,,
0006082,054,P,,4686.952,,76788.59,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0006082,,,
0006082,055,P,,682.566,,76788.59,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0006082,,,
0006082,050,U,,6600.877,0,76788.59,K,005,R,03,P,,,910,32120000,,,,,,,,,,,,,0006082,,25000,
0006083,053,P,,20645.472,,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0006083,,,
0006083,054,P,,7594.584,,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0006083,,,
0006083,055,P,,1106.007,,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0006083,,,
0006083,050,U,,12246.766,0,102466.19,K,005,R,03,P,,,930,32220000,,,,,,,,,,,,,0006083,,25000,
0006083,093,V,,1153.99,,102466.19,G,005,R,03,P,,,930,32220000,038,0,1153.99,,1153.99,,,,,,,5/7,0006083,,,
0006084,053,P,,17251.7,,113878.46,K,005,R,02,P,,,930,32320000,,,,,,,,,,,,,0006084,,,
0006084,054,P,,6346.161,,113878.46,K,005,R,02,P,,,930,32320000,,,,,,,,,,,,,0006084,,,
0006084,055,P,,924.198,,113878.46,K,005,R,02,P,,,930,32320000,,,,,,,,,,,,,0006084,,,
0006084,050,U,,9822.643,0,113878.46,K,005,R,02,P,,,930,32320000,,,,,,,,,,,,,0006084,,25000,
0006086,053,P,,15512.5,,91053.92,K,005,R,03,P,,,997,32220000,,,,,,,,,,,,,0006086,,,
0006086,054,P,,5706.384,,91053.92,K,005,R,03,P,,,997,32220000,,,,,,,,,,,,,0006086,,,
0006086,055,P,,831.027,,91053.92,K,005,R,03,P,,,997,32220000,,,,,,,,,,,,,0006086,,,
0006086,050,U,,8580.357,0,91053.92,K,005,R,03,P,,,997,32220000,,,,,,,,,,,,,0006086,,25000,
0006086,093,V,,1200,,91053.92,G,005,R,03,P,,,997,32220000,037,0,1200,,1200,,,,,,,05,0006086,,,
0006086,093,V,,1072,,91053.92,G,005,R,03,P,,,997,32220000,124,4288.2,5360.2,,1072,,,,,,,8,0006086,,,
0006086,093,V,,5934.93,,91053.92,G,005,R,03,P,,,997,32220000,125,23739.72,29674.65,,5934.93,,,,,,,452110364709,0006086,,,
0006089,053,P,,20916.732,,93906.99,K,005,R,02,P,,,930,32270000,,,,,,,,,,,,,0006089,,,
0006089,054,P,,7694.369,,93906.99,K,005,R,02,P,,,930,32270000,,,,,,,,,,,,,0006089,,,
0006089,055,P,,1120.539,,93906.99,K,005,R,02,P,,,930,32270000,,,,,,,,,,,,,0006089,,,
0006089,050,U,,12440.523,0,93906.99,K,005,R,02,P,,,930,32270000,,,,,,,,,,,,,0006089,,25000,
0006090,053,P,,33425.837,,182352.07,K,006,R,08,R,,,980,32230000,,,,,,,,,,,,,0006090,,,
0006090,054,P,,12295.933,,182352.07,K,006,R,08,R,,,980,32230000,,,,,,,,,,,,,0006090,,,
0006090,055,P,,1790.67,,182352.07,K,006,R,08,R,,,980,32230000,,,,,,,,,,,,,0006090,,,
0006090,050,U,,21375.598,0,182352.07,K,006,R,08,R,,,980,32230000,,,,,,,,,,,,,0006090,,25000,
0006092,053,P,,14808.797,,104236.8,K,006,R,08,R,,,930,32300000,,,,,,,,,,,,,0006092,,,
0006092,054,P,,5447.522,,104236.8,K,006,R,08,R,,,930,32300000,,,,,,,,,,,,,0006092,,,
0006092,055,P,,793.328,,104236.8,K,006,R,08,R,,,930,32300000,,,,,,,,,,,,,0006092,,,
0006092,050,U,,8077.712,0,104236.8,K,006,R,08,R,,,930,32300000,,,,,,,,,,,,,0006092,,25000,
0006092,093,V,,14650.48,,104236.8,G,006,R,08,R,,,930,32300000,153,3356894.59,3371545.07,,14650.48,,,,,,,125 eur,0006092,,,
0006096,053,P,,13729.751,,91053.92,K,005,R,03,P,,,992,32240000,,,,,,,,,,,,,0006096,,,
0006096,054,P,,5050.587,,91053.92,K,005,R,03,P,,,992,32240000,,,,,,,,,,,,,0006096,,,
0006096,055,P,,735.522,,91053.92,K,005,R,03,P,,,992,32240000,,,,,,,,,,,,,0006096,,,
0006096,050,U,,7306.965,0,91053.92,K,005,R,03,P,,,992,32240000,,,,,,,,,,,,,0006096,,25000,
0006096,093,V,,11491.77,,91053.92,G,005,R,03,P,,,992,32240000,002,529769.22,541260.99,,11491.77,,,,,,,0049515075886,0006096,,,
0006096,093,V,,1885.9,,91053.92,G,005,R,03,P,,,992,32240000,003,16973.12,18859.02,,1885.9,,,,,,,585189262051359485,0006096,,,
0006096,093,V,,3936.85,,91053.92,G,005,R,03,P,,,992,32240000,012,0,3936.85,,3936.85,,,,,,,1,0006096,,,
0006096,093,V,,1089,,91053.92,G,005,R,03,P,,,992,32240000,038,6525.17,7614.17,,1089,,,,,,,10,0006096,,,
0006096,093,V,,2298,,91053.92,G,005,R,03,P,,,992,32240000,047,20682,22980,,2298,,,,,,,3,0006096,,,
0006096,093,V,,3000,,91053.92,G,005,R,03,P,,,992,32240000,177,0,3000,,3000,,,,,,,3,0006096,,,
0006097,053,P,,15358.232,,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0006097,,,
0006097,054,P,,5649.635,,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0006097,,,
0006097,055,P,,822.762,,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0006097,,,
0006097,050,U,,8470.166,0,91053.92,K,005,R,03,P,,,930,32230000,,,,,,,,,,,,,0006097,,25000,
0006099,053,P,,9182.627,,68229.39,K,005,R,02,U,,,997,32210000,,,,,,,,,,,,,0006099,,,
0006099,054,P,,3377.895,,68229.39,K,005,R,02,U,,,997,32210000,,,,,,,,,,,,,0006099,,,
0006099,055,P,,491.926,,68229.39,K,005,R,02,U,,,997,32210000,,,,,,,,,,,,,0006099,,,
0006099,050,U,,4059.019,0,68229.39,K,005,R,02,U,,,997,32210000,,,,,,,,,,,,,0006099,,25000,
0006099,093,V,,150,,68229.39,G,005,R,02,U,,,997,32210000,001,91700,91850,,150,,,,,,,0406985761023,0006099,,,
0006099,093,V,,511,,68229.39,G,005,R,02,U,,,997,32210000,038,3060.79,3571.79,,511,,,,,,,10,0006099,,,
0006099,093,V,,1307,,68229.39,G,005,R,02,U,,,997,32210000,038,7830.07,9137.07,,1307,,,,,,,10,0006099,,,
0006099,093,V,,2667,,68229.39,G,005,R,02,U,,,997,32210000,047,24003,26670,,2667,,,,,,,3,0006099,,,
0006099,093,V,,3148,,68229.39,G,005,R,02,U,,,997,32210000,061,18882,22030,,3148,,,,,,,10,0006099,,,
0006099,093,V,,3000,,68229.39,G,005,R,02,U,,,997,32210000,177,0,3000,,3000,,,,,,,3,0006099,,,
0006100,053,P,,18869.171,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006100,,,
0006100,054,P,,6941.159,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006100,,,
0006100,055,P,,1010.848,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006100,,,
0006100,050,U,,10977.979,0,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006100,,25000,
0006100,093,V,,1665,,103892.72,G,005,R,03,P,,,991,32320000,010,0,1665,,1665,,,,,,,10,0006100,,,
0006100,093,V,,1000,,103892.72,G,005,R,03,P,,,991,32320000,040,8000,9000,,1000,,,,,,,12,0006100,,,
0006100,093,V,,660,,103892.72,G,005,R,03,P,,,991,32320000,061,0,660,,660,,,,,,,10,0006100,,,
0006100,093,V,,4137.22,,103892.72,G,005,R,03,P,,,991,32320000,125,16548.88,20686.1,,4137.22,,,,,,,452110255002,0006100,,,
0006112,053,P,,12610.186,,68229.39,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006112,,,
0006112,054,P,,4638.747,,68229.39,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006112,,,
0006112,055,P,,675.546,,68229.39,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006112,,,
0006112,050,U,,6507.276,0,68229.39,K,005,R,03,P,,,930,32270000,,,,,,,,,,,,,0006112,,25000,
0006119,053,P,,20215.793,,118158.06,K,005,R,03,P,,,980,32320000,,,,,,,,,,,,,0006119,,,
0006119,054,P,,7436.524,,118158.06,K,005,R,03,P,,,980,32320000,,,,,,,,,,,,,0006119,,,
0006119,055,P,,1082.989,,118158.06,K,005,R,03,P,,,980,32320000,,,,,,,,,,,,,0006119,,,
0006119,050,U,,11939.852,0,118158.06,K,005,R,03,P,,,980,32320000,,,,,,,,,,,,,0006119,,25000,
0006120,053,P,,19777.825,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006120,,,
0006120,054,P,,7275.414,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006120,,,
0006120,055,P,,1059.526,,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006120,,,
0006120,050,U,,11627.018,0,103892.72,K,005,R,03,P,,,991,32320000,,,,,,,,,,,,,0006120,,25000,
0006120,093,V,,1695,,103892.72,G,005,R,03,P,,,991,32320000,124,10164.1,11859.1,,1695,,,,,,,2,0006120,,,
0006121,053,P,,17146.31,,76788.59,K,005,R,07,P,,,930,32120000,,,,,,,,,,,,,0006121,,,
