SM;SIFRA_Materijala;NAZIV;DIMENZIJA;KVALITET;STANDARD;JM;KONTO;POCST_Kolicina;POCST_Vrednost;ULAZKolicina;ULAZ_Vrednost;IZLAZKolicina;IZLAZ_Vrednost;STANJE_Kolicina;STANJE_Vrednost;CENA
46;221240019;MIKROMETAR;700-800;;;kom;103300;5;138648.05;0;0;0;0;5;138648.05;27729.61
46;221240020;MIKROMETAR;800-900;;;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221240021;MIKROMETAR;900-1000;;;kom;103300;3;126.03;0;0;0;0;3;126.03;42.01
46;221240023;MIKROMETAR;275-300;;;kom;103300;1;46940.25;0;0;0;0;1;46940.25;46940.25
46;221240024;SET MIKROMET;0-100/4kom 31342400 AT;ATORN/HK;;gar;103300;5;63907;0;0;0;0;5;63907;12781.4
46;221240025;MIKROMETA-GA;150-300;;;gar;103300;1;150300;0;0;0;0;1;150300;150300
46;221260001;MIKROMETAR Z;0-25;;;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221260002;MIKROMETAR Z;25-50;;;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221270001;MIKROMETAR Z;0-25;;;kom;103300;2;84.03;0;0;0;0;2;84.03;42.02
46;221270002;MIKROMETAR Z;25-50;;;kom;103300;2;84.03;0;0;0;0;2;84.03;42.02
46;221270004;MIKROMETAR Z;75-100;;;kom;103300;2;13800;0;0;0;0;2;13800;6900
46;221280001;MIKROMETAR-z;0-200;;DUBINOM;kom;103300;2;84.03;0;0;0;0;2;84.03;42.02
46;221280010;MIKROMETAR S;5-25   zuba 7;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280012;MIKROMETAR S;25-45 zuba 5;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280013;MIKROMETAR S;25-45  zuba 7;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280014;MIKROMETAR S;25-65  zuba 5;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280015;MIKROMETAR S;35-50  zuba 3;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280016;MIKROMETAR S;45-65 zuba 7;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280017;MIKROMETAR S;65-85 zuba 7;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280018;MIKROMETAR S;85-105 zuba 5;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280019;MIKROMETAR S;85-105 zuba 7;;PRIZMA;kom;103300;1;42.01;0;0;0;0;1;42.01;42.01
46;221280020;MIKROMETAR-;225-3000;;UNIMASTER;kom;103300;2;84.03;0;0;0;0;2;84.03;42.02
46;221310001;PREC. M. URE;15-35;;;kom;103300;2;9901;0;0;0;0;2;9901;4950.5
46;221310003;PREC. M. URE;25-50;;;kom;103300;3;14851.5;0;0;0;0;3;14851.5;4950.5
46;221310006;PREC. M. URE;30.5-55.5;;;kom;103300;2;9901;0;0;0;0;2;9901;4950.5
46;221310007;PREC. M. URE;35-60;;;kom;103300;1;27783;0;0;0;0;1;27783;27783
46;221310008;PREC. M. URE;50-100;;sa ugr. mikr;kom;103300;1;4950.5;0;0;0;0;1;4950.5;4950.5
46;221310009;PREC. M. URE;50-150;;;kom;103300;1;29017.8;0;0;0;0;1;29017.8;29017.8
46;221310012;PREC. M. URE;50-300;;;kom;103300;9;44554.5;0;0;0;0;9;44554.5;4950.5
46;221310013;PREC. M. URE;55-155;;;kom;103300;3;14851.5;0;0;0;0;3;14851.5;4950.5
46;221310015;PREC. M. URE;60-150;;;kom;103300;1;4950.5;0;0;0;0;1;4950.5;4950.5
46;221310016;PREC. M. URE;70-150;;;kom;103300;1;4950.5;0;0;0;0;1;4950.5;4950.5
46;221310020;PREC. M. URE;100-300;;;kom;103300;4;19802;0;0;0;0;4;19802;4950.5
46;221310022;PREC. M. URE;150-300;;;kom;103300;1;4950.5;0;0;0;0;1;4950.5;4950.5
46;221310024;PREC. M. URE;240-550;;;kom;103300;7;34653.5;0;0;0;0;7;34653.5;4950.5
46;221310027;PREC. M. URE;250-450;;;kom;103300;4;19802;0;0;0;0;4;19802;4950.5
46;221310032;PREC. M. URE;700-1000;;;kom;103300;1;4950.5;0;0;0;0;1;4950.5;4950.5
46;221320005;KOMPARATER S;0-100 �58 2046 EB-08;;;kom;103300;1;4800;0;0;0;0;1;4800;4800
46;221320007;MIKRO KOMPAR;0-1 1/1000 �10 mik 0-1;;;kom;103300;2;9972;0;0;0;0;2;9972;4986
46;221320025;KOMPARATER;fi 100 10/0001 mm  33.;;;kom;103300;1;12420;0;0;0;0;1;12420;12420
46;221320026;KOMPARATER;10/0.01mm  33000020E A;;;kom;103300;6;40732.92;3;19345.5;0;0;9;60078.42;6675.38
46;221320027;KOMPARATER;fi 58 10/0.01  3303701;;;kom;103300;3;10500;3;18765;0;0;6;29265;4877.5
46;221320028;KOMPARATER S;1/0.01mm;;;kom;103300;2;21321;0;0;0;0;2;21321;10660.5
46;221320029;MERNI SAT(KO;0-10/dia 57/0.01mm;;;kom;103300;0;0;2;19400;0;0;2;19400;9700
46;221320030;MERNI PIPAK;M4 STY D6R L150 EWL33.;;;kom;103300;3;26730;0;0;0;0;3;26730;8910
46;221510006;KONTROLNI CE;8 D8;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510007;KONTROLNI CE;9 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510008;KONTROLNI CE;10 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510011;KONTROLNI CE;11 H11;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510012;KONTROLNI CE;12 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510013;KONTROLNI CE;13 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510014;KONTROLNI CE;14 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510016;KONTROLNI CE;15 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510017;KONTROLNI CE;16 H7;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221510018;KONTROLNI CE;16 H8;;;kom;103300;3;24.6;0;0;0;0;3;24.6;8.2
46;221510019;KONTROLNI CE;17 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510021;KONTROLNI CE;18 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510022;KONTROLNI CE;19 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510023;KONTROLNI CE;20 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510024;KONTROLNI CE;20 H10;;;kom;103300;3;24.6;0;0;0;0;3;24.6;8.2
46;221510025;KONTROLNI CE;20 H8;;;kom;103300;3;24.6;0;0;0;0;3;24.6;8.2
46;221510027;KONTROLNI CE;21 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510028;KONTROLNI CE;21 H11;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510029;KONTROLNI CE;22 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510030;KONTROLNI CE;22 H11;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510032;KONTROLNI CE;24 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510034;KONTROLNI CE;25 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510037;KONTROLNI CE;27 H11;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510038;KONTROLNI CE;27 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510039;KONTROLNI CE;28 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510040;KONTROLNI CE;28 H11;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510043;KONTROLNI CE;30 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510044;KONTROLNI CE;30 H10;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221510046;KONTROLNI CE;32 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510047;KONTROLNI CE;35 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510048;KONTROLNI CE;36 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510049;KONTROLNI CE;38 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510050;KONTROLNI CE;40 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510051;KONTROLNI CE;42 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510052;KONTROLNI CE;45 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510053;KONTROLNI CE;48 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510054;KONTROLNI CE;50 H7;H7;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510055;KONTROLNI CE;60 H7 NE IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221510056;KONTROLNI CE;60 H7 IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520001;KONTROLNI NA;M 6    6H;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520002;KONTROLNI NA;M 6 x1 H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520004;KONTROLNI NA;"M 8    6H ""IDE""  ""NE I";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520005;KONTROLNI NA;M 8x1;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520007;KONTROLNI NA;M 10    6H;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520010;KONTROLNI NA;M12     7H;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520011;KONTROLNI NA;M12     6H;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520012;KONTROLNI NA;M14     6H;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520013;KONTROLNI NA;M 14x4  H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520015;KONTROLNI NA;"M 16     H6 ""IDE"" ""NE";;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520016;KONTROLNI NA;M 16     7H;;;kom;103300;3;24.6;0;0;0;0;3;24.6;8.2
46;221520018;KONTROLNI NA;M 16x1,5 H7;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520019;KONTROLNI NA;M 18x2   4H;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520020;KONTROLNI NA;M 18     6H;;;kom;103300;2;4040.2;0;0;0;0;2;4040.2;2020.1
46;221520022;KONTROLNI NA;M 20      H6;;;kom;103300;1;4608;0;0;0;0;1;4608;4608
46;221520023;KONTROLNI NA;M 20 x 2.5;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520024;KONTROLNI NA;M 20     7H;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520025;KONTROLNI NA;M 20 x1.5 7H;;;kom;103300;3;24.6;0;0;0;0;3;24.6;8.2
46;221520028;KONTROLNI NA;M 24     7H;;;kom;103300;3;24.6;0;0;0;0;3;24.6;8.2
46;221520031;KONTROLNI NA;"M 30x1.5  H6  ""IDE""  """;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520032;KONTROLNI NA;M 30 x2;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520033;KONTROLNI NA;M 30      H7;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520034;KONTROLNI NA;M 30x 1.5 H7;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520035;KONTROLNI NA;M 35 x1,5 H6;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520037;KONTROLNI NA;M 36x1.5  6H IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520039;KONTROLNI NA;"M 42x1.5  6H  ""IDE""  """;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520042;KONTROLNI NA;"M 42      6H  ""IDE NE";;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520043;KONTROLNI NA;M 42x2    H7 IDE;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520044;KONTROLNI NA;M 42 x2   H7 NE IDE;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520045;KONTROLNI NA;M 48 x1.5 6H;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520049;KONTROLNI NA;M 52 x3 5G IDE;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520050;KONTROLNI NA;M 52 x 3  5G NE IDE;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520051;KONTROLNI NA;"M 56x2    6H  ""IDE""";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520053;KONTROLNI NA;M 60x2   6H    IDE;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520054;KONTROLNI NA;M 64 x 2 6H  NE IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520055;KONTROLNI NA;M 64 x 2 6H  IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520056;KONTROLNI NA;M 70 x 2 6H IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520060;KONTROLNI NA;M 85x3    6H IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520061;KONTROLNI NA;M 85 x 3  6H NE IDE;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520062;KONTROLNI NA;M 105 x2  7G IDE;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520063;KONTROLNI NA;M 105x 2  7G NE IDE;;;kom;103300;2;16.4;0;0;0;0;2;16.4;8.2
46;221520074;KONTROLNI NA;"M 165x3   6H  ""IDE""";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221520115;KONTROLNI NA;M 80x6 IDE;;;kom;103300;1;13695;0;0;0;0;1;13695;13695
46;221520116;KONTROLNI NA;M 80x6 NE IDE;;;kom;103300;1;13695;0;0;0;0;1;13695;13695
46;221520117;KONTROLNI NA;M 48  IDE NE IDE;;;kom;103300;1;16212;0;0;0;0;1;16212;16212
46;221530002;KONTROLNI NA;"G 1/4""    6H";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221530004;KONTROLNI NA;"R 3/8""    6H  ""IDE""  """;;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221530005;KONTROLNI NA;"R 1/2""    6H  ""IDE"" ""N";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221530007;KONTROLNI NA;UNC 3/40~-10 6H;;;kom;103300;1;3187.8;0;0;0;0;1;3187.8;3187.8
46;221530011;KONTROLNI NA;"G 1""";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221530012;KONTROLNI NA;"1 3/4"" -12 UN 2B";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221530013;KONTROLNI NA;"1 3/4"" -12 UN 1B   NE";;;kom;103300;1;8.2;0;0;0;0;1;8.2;8.2
46;221610001;KONTROLNI NA;M 6   6G IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610002;KONTROLNI NA;M 6   6G NE IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610003;KONTROLNI NA;M 8   6G  IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610004;KONTROLNI NA;M 8   6G  NE IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610005;KONTROLNI NA;M 10  6G IDE;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610006;KONTROLNI NA;M 10  6G NE IDE;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610008;KONTROLNI NA;"M 12  6g  ""IDE""";;;kom;103300;1;1200;0;0;0;0;1;1200;1200
46;221610010;KONTROLNI NA;M 14  6G  IDE;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610011;KONTROLNI NA;M 14  6g NE IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610012;KONTROLNI NA;M 16  6g;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610013;KONTROLNI NA;M 16  6g NE IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610014;KONTROLNI NA;M 18  6G IDE;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610015;KONTROLNI NA;M 18  6G NE IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610016;KONTROLNI NA;M 18 x 1.5 L;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610017;KONTROLNI NA;M 20 L;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610018;KONTROLNI NA;M 20 x1.5 IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610019;KONTROLNI NA;M 20 6G IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610022;KONTROLNI NA;M 22 6G;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610023;KONTROLNI NA;M 22 X2.5  6g;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610027;KONTROLNI NA;M 24 6g NE IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610029;KONTROLNI NA;M 27x3 6g IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610030;KONTROLNI NA;M 30 x1.5 6G;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610031;KONTROLNI NA;M 30 6G;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610034;KONTROLNI NA;M 33 x 3 6G;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610035;KONTROLNI NA;M 35 x1.5 6g;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610039;KONTROLNI NA;M 36 x4 6g;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610042;KONTROLNI NA;"M 42x1.5 6g  ""IDE""";;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610044;KONTROLNI NA;M 42 6g;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610046;KONTROLNI NA;M 48 x3 6g;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610047;KONTROLNI NA;M 48 6g;;;kom;103300;2;16607.4;0;0;0;0;2;16607.4;8303.7
46;221610048;KONTROLNI NA;M 48 x 1,5 6g;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610050;KONTROLNI NA;M 52  6g;;;kom;103300;1;989;0;0;0;0;1;989;989
46;221610057;KONTROLNI NA;M 56x2  6g;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610058;KONTROLNI NA;M 60 x 2 6G;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610061;KONTROLNI NA;M 64 x2 6g;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610063;KONTROLNI NA;M 70 x 2 6G;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610064;KONTROLNI NA;M 72x2 IDE  6g;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610065;KONTROLNI NA;"M 72x4   6g  ""IDE""";;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610066;KONTROLNI NA;"M 72x4   6g  ""NE IDE""";;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610067;KONTROLNI NA;"M 75x2   6g  ""IDE""";;;kom;103300;1;45472;0;0;0;0;1;45472;45472
46;221610070;KONTROLNI NA;"M 80x2   6g  ""IDE""";;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610075;KONTROLNI NA;M 85 x 3  NE IDE 6g;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610076;KONTROLNI NA;M 85 x 3 6g  IDE;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610079;KONTROLNI NA;M 105 x 2 IDE 6g;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610080;KONTROLNI NA;M 105 x 2 NE IDE 6g;;;kom;103300;2;21.2;0;0;0;0;2;21.2;10.6
46;221610084;KONTROLNI NA;M 135 x2  6g  IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610091;KONTROLNI NA;M 165 x3 6g IDE;;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221610131;KONTROLNI NA;M 48 NE IDE;;NE IDE;kom;103300;1;16596.8;0;0;0;0;1;16596.8;16596.8
46;221610134;KONTROLNI NA;"M 75x2 ""NE IDE""";;;kom;103300;1;45472;0;0;0;0;1;45472;45472
46;221620001;KONTROLNI NA;"R 1""         ""IDE""";;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221620003;KONTROLNI NA;"1"" fmg";;;kom;103300;1;10.6;0;0;0;0;1;10.6;10.6
46;221810001;PARALELNA KR;"83 dela""SSSR"" kl 1";;;kom;103300;2;550;0;0;0;0;2;550;275
46;221810002;PARALELNA KR;"103 dela""SOMET"" KL.1";;;kom;103300;1;225;0;0;0;0;1;225;225
46;221810005;PARALELNA KR;92 dela;;;kom;103300;1;37.52;0;0;0;0;1;37.52;37.52
46;221810006;PARALELNA KR;59 dela;;;kom;103300;1;37.52;0;0;0;0;1;37.52;37.52
46;221820007;SABLON ZA RA;10-25;;;kom;103300;5;320;0;0;0;0;5;320;64
46;221820008;SABLON ZA PR;1,0 - 7,0 851415 R;;;kom;103300;8;352;0;0;0;0;8;352;44
46;221820010;SABLON ZA OS;;;;kom;103300;14;525.28;0;0;0;0;14;525.28;37.52
46;221820011;SABLON-PLOCI;;;;kom;103300;35;938;0;0;0;0;35;938;26.8
46;221820012;SABLON ZA BR;R 1-10;;;kom;103300;1;37.52;0;0;0;0;1;37.52;37.52
46;221820013;CESALJ ZA NA;M 60';;;kom;103300;10;200;0;0;0;0;10;200;20
46;221820014;CESALJ ZA NA;D 55';;;kom;103300;15;300;0;0;0;0;15;300;20
46;221820020;KOPIR ZA OST;655 261 861 Dp3 Ms=8,4;;DIN 3972 PR.;kom;103300;1;5578.12;0;0;0;0;1;5578.12;5578.12
46;221820023;KONTROLNIK Z;36075010 ORION-HK;;;kom;103300;2;1897.4;0;0;0;0;2;1897.4;948.7
46;221820024;KONTROLNIK;TR 360x96 dvohodi cesa;;;kom;103300;1;4035;0;0;0;0;1;4035;4035
46;221820025;KONTROLNIK;TR 360x96 dvohodi cesa;;;kom;103300;1;4906;0;0;0;0;1;4906;4906
46;221850003;MERNI LISTIC;0.05-1 / 20;;;kom;103300;5;3684.63;0;0;0;0;5;3684.63;736.93
46;221850007;MERILO ZA ZA;8 lis. 0,03 -0.1;;;kom;103300;10;375.2;0;0;0;0;10;375.2;37.52
46;221850008;MERILO ZA ZA;14 lis. 0.02-0.5;;;kom;103300;12;450.24;0;0;0;0;12;450.24;37.52
46;221850009;MERILO ZA ZA;14 lis. 0.01-1;;;kom;103300;6;225.12;0;0;0;0;6;225.12;37.52
46;221850010;MERILO ZA ZA;14 lis. 0.55-1;;;kom;103300;20;750.4;0;0;0;0;20;750.4;37.52
46;221850011;MERILO ZA ZA;14 lis. 0.05-1;;;kom;103300;10;375.2;0;0;0;0;10;375.2;37.52
46;221850012;MERILO ZA ZA;14 lis. 0.05-0.5;;;kom;103300;6;225.12;0;0;0;0;6;225.12;37.52
46;221850013;MERILO ZA ZA;14 lis. 0.1-2;;;kom;103300;2;75.04;0;0;0;0;2;75.04;37.52
46;221850020;MERNI LISTIC;0.05-1mm 20 listica l=;;;kom;103300;2;3364;0;0;0;0;2;3364;1682
46;221870001;RUGOTEST-1;N 2-N10;;;kom;103300;2;1632.4;0;0;0;0;2;1632.4;816.2
46;221870002;RUGOTEST-101;N 6-N11;;;kom;103300;2;1632.4;0;0;0;0;2;1632.4;816.2
46;221920006;STALAK SA KO;S III;;;kom;103300;4;25000;0;0;0;0;4;25000;6250
46;221920008;STALAK MAGNE;TESA;;;kom;103300;4;15136;0;0;0;0;4;15136;3784
46;221920012;MAGNETNI STA;240mm/180xfi12/650N OR;ORION;;kom;103300;21;100477.14;0;0;0;0;21;100477.14;4784.63
46;221920013;STALAK MAGNE;185mm;;;kom;103300;2;44694;0;0;0;0;2;44694;22347
46;223110003;UGLOMER SA N;250x165;;;kom;103300;3;2574.04;0;0;0;0;3;2574.04;858.01
46;223110004;UGLOMER BEZ;150x100;;;kom;103300;6;108;0;0;0;0;6;108;18
46;223110012;UGLOMER BEZ;200mm  ATORN 38240020;;;kom;103300;1;23386.5;0;0;0;0;1;23386.5;23386.5
46;223110013;UGLOMER;150 x 300mm;;;kom;103300;1;1033.53;0;0;0;0;1;1033.53;1033.53
46;223110014;UGLOMER SA N;300mm;;;kom;103300;1;3645.6;0;0;0;0;1;3645.6;3645.6
46;223110015;UGLOMER BEZ;300mm;;;kom;103300;1;29646;0;0;0;0;1;29646;29646
46;223120001;UGAONIK;160x100;;;kom;103300;1;15;0;0;0;0;1;15;15
46;223120004;UGAONIK SA N;200x130;;;kom;103300;12;3055.67;0;0;0;0;12;3055.67;254.64
46;223120005;UGAONIK;150x100;;;kom;103300;7;105;0;0;0;0;7;105;15
46;223120008;UGAONIK;300x200;;;kom;103300;10;4585.5;0;0;0;0;10;4585.5;458.55
46;223120009;UGAONIK SA N;400x230;;;kom;103300;2;3630;0;0;0;0;2;3630;1815
46;223120012;UGAONIK;500x330;;;kom;103300;3;45;0;0;0;0;3;45;15
46;223120013;UGAONIK;600x400;;;kom;103300;8;120;0;0;0;0;8;120;15
46;223120015;UGAONIK;800x500;;;kom;103300;3;45;0;0;0;0;3;45;15
46;223120017;UGAONIK;1000x500;;;kom;103300;2;30;0;0;0;0;2;30;15
46;223120021;UGAONIK SA N;300x180;;;kom;103300;3;4372.8;0;0;0;0;3;4372.8;1457.6
46;223120025;UGAONIK SA N;200x150;;;kom;103300;2;1760;0;0;0;0;2;1760;880
46;223210001;LUPA SA DRSK;12 (X4?;;;kom;103300;4;1789;0;0;0;0;4;1789;447.25
46;223220001;LIBELA MAS P;TM 0.02;;;kom;103300;1;50;0;0;0;0;1;50;50
46;223220002;LIBELA MAS O;TM 0.05;;;kom;103300;1;50;0;0;0;0;1;50;50
46;223220003;LIBELA OKVIR;TM 0.02;;;kom;103300;3;150;0;0;0;0;3;150;50
46;223220004;LIBELA NIVEL;TM 0.001;;;kom;103300;2;100;0;0;0;0;2;100;50
46;223220007;LIBELA AL;L 300;;;kom;103300;1;50;0;0;0;0;1;50;50
46;223220008;LIBELA MET(A;L 400;;;kom;103300;1;50;0;0;0;0;1;50;50
46;223220009;LIBELA DRVEN;L 600;;;kom;103300;6;300;0;0;0;0;6;300;50
